booking_id,booking_date,checkin_date,checkout_date,client_id,client_name,service_id,service_name,service_category,destination,agent_id,agent_name,status,pax,nights,revenue,cost,currency
BK-020147,2024-02-14,2024-02-19,2024-02-20,7,Beijing Star International,5,Wine Tasting Bordeaux,Tour,Bordeaux,2,Pierre Martin,Cancelled,6,1,1029.62,799.74,EUR
BK-020148,2024-02-17,2024-04-17,2024-04-18,4,Voyages Lumiere,12,TGV Train Booking,Transfer,Multi-city,8,Thomas Roux,Completed,6,0,500.75,353.16,EUR
BK-020149,2024-02-07,2024-02-09,2024-02-10,14,Direct Client - Web,18,Marseille Port Tour,Tour,Marseille,1,Marie Dubois,Completed,10,0,924.51,523.97,EUR
BK-020150,2024-02-06,2024-03-13,2024-03-14,1,Sakura Travel Group,4,Seine River Cruise,Tour,Paris,1,Marie Dubois,Completed,8,1,1015.88,697.47,EUR
BK-020151,2024-03-17,2024-06-15,2024-06-21,11,Roma Viaggi SRL,16,Hotel Vieux Lyon,Accommodation,Lyon,6,Nicolas Petit,Completed,1,6,1432.08,993.52,EUR
BK-020152,2024-03-11,2024-03-17,2024-03-20,6,Southern Cross Holidays,10,Mont Blanc Excursion,Tour,Chamonix,4,Jean-Luc Bernard,Completed,7,3,782.92,487.62,EUR
BK-020153,2024-03-15,2024-04-07,2024-04-10,11,Roma Viaggi SRL,17,Strasbourg Christmas Tour,Tour,Strasbourg,2,Pierre Martin,Completed,9,3,1680.22,1045.11,EUR
BK-020154,2024-03-02,2024-04-11,2024-04-22,18,Thai Smile Holidays,8,Hotel Promenade Nice,Accommodation,Nice,5,Camille Moreau,Cancelled,11,11,20263.53,11377.9,EUR
BK-020155,2024-03-09,2024-04-30,2024-05-01,16,Mumbai Getaways Pvt,5,Wine Tasting Bordeaux,Tour,Bordeaux,7,Isabelle Leroy,Completed,5,0,746.8,584.2,EUR
BK-020156,2024-03-07,2024-05-20,2024-05-21,14,Direct Client - Web,10,Mont Blanc Excursion,Tour,Chamonix,7,Isabelle Leroy,Completed,8,0,707.69,395.16,EUR
BK-020157,2024-03-22,2024-06-02,2024-06-04,18,Thai Smile Holidays,14,Versailles Day Trip,Tour,Versailles,6,Nicolas Petit,Completed,8,2,724.88,412.34,EUR
BK-020158,2024-03-02,2024-04-22,2024-04-25,5,Gulf Luxury Travel,14,Versailles Day Trip,Tour,Versailles,7,Isabelle Leroy,Completed,5,3,962.21,650.45,EUR
BK-020159,2024-03-21,2024-06-04,2024-06-06,7,Beijing Star International,15,Provence Lavender Tour,Tour,Provence,8,Thomas Roux,Completed,8,2,462.86,366.47,EUR
BK-020160,2024-03-07,2024-03-22,2024-03-24,12,Kiwi Adventures Ltd,14,Versailles Day Trip,Tour,Versailles,3,Sophie Laurent,Completed,5,2,986.63,785.99,EUR
BK-020161,2024-03-01,2024-04-05,2024-04-06,10,Seoul Wanderers Co.,15,Provence Lavender Tour,Tour,Provence,1,Marie Dubois,Completed,8,0,1153.92,692.61,EUR
BK-020162,2024-03-26,2024-05-31,2024-06-02,13,Direct Client - Walk-in,15,Provence Lavender Tour,Tour,Provence,3,Sophie Laurent,Completed,7,2,1294.93,1004.47,EUR
BK-020163,2024-03-02,2024-03-31,2024-04-08,7,Beijing Star International,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,6,Nicolas Petit,Cancelled,8,8,7155.75,4587.2,EUR
BK-020164,2024-03-06,2024-03-16,2024-03-17,1,Sakura Travel Group,5,Wine Tasting Bordeaux,Tour,Bordeaux,1,Marie Dubois,Completed,9,1,1503.58,999.07,EUR
BK-020165,2024-03-19,2024-05-03,2024-05-04,12,Kiwi Adventures Ltd,19,Ski Package Alps,Tour,Chamonix,4,Jean-Luc Bernard,Completed,3,0,467.54,278.38,EUR
BK-020166,2024-03-13,2024-03-16,2024-03-17,11,Roma Viaggi SRL,1,City Walking Tour,Tour,Paris,8,Thomas Roux,Completed,9,0,737.36,525.99,EUR
BK-020167,2024-03-31,2024-04-27,2024-04-28,9,Maple Leaf Journeys,1,City Walking Tour,Tour,Paris,2,Pierre Martin,Completed,4,1,693.09,451.49,EUR
BK-020168,2024-03-05,2024-05-20,2024-05-22,14,Direct Client - Web,17,Strasbourg Christmas Tour,Tour,Strasbourg,5,Camille Moreau,Cancelled,10,2,1835.04,1285.47,EUR
BK-020169,2024-03-28,2024-05-24,2024-05-27,2,Alpine Adventures GmbH,1,City Walking Tour,Tour,Paris,7,Isabelle Leroy,Completed,1,3,53.73,33.21,EUR
BK-020170,2024-03-27,2024-05-02,2024-05-06,15,Horizon Corp Events,8,Hotel Promenade Nice,Accommodation,Nice,1,Marie Dubois,Completed,1,4,1166.65,855.52,EUR
BK-020171,2024-03-28,2024-06-21,2024-06-26,10,Seoul Wanderers Co.,16,Hotel Vieux Lyon,Accommodation,Lyon,4,Jean-Luc Bernard,Completed,7,5,8090.29,4616.42,EUR
BK-020172,2024-03-27,2024-05-15,2024-05-24,15,Horizon Corp Events,8,Hotel Promenade Nice,Accommodation,Nice,7,Isabelle Leroy,Cancelled,3,9,8538.65,6631.43,EUR
BK-020173,2024-03-23,2024-05-25,2024-05-26,11,Roma Viaggi SRL,10,Mont Blanc Excursion,Tour,Chamonix,5,Camille Moreau,Completed,6,0,1050.01,692.25,EUR
BK-020174,2024-03-05,2024-04-12,2024-04-15,10,Seoul Wanderers Co.,18,Marseille Port Tour,Tour,Marseille,2,Pierre Martin,Cancelled,5,3,377.75,255.54,EUR
BK-020175,2024-03-21,2024-03-30,2024-03-31,20,Swiss Premium Tours,9,Lyon Food Tour,Tour,Lyon,8,Thomas Roux,Completed,3,0,338.22,245.95,EUR
BK-020176,2024-03-06,2024-03-17,2024-03-20,7,Beijing Star International,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,4,Jean-Luc Bernard,Completed,10,3,9443.1,7163.77,EUR
BK-020177,2024-03-27,2024-04-17,2024-04-19,19,Amazon Corp Travel,4,Seine River Cruise,Tour,Paris,1,Marie Dubois,Completed,1,2,119.15,90.02,EUR
BK-020178,2024-03-05,2024-05-29,2024-05-31,9,Maple Leaf Journeys,1,City Walking Tour,Tour,Paris,5,Camille Moreau,Completed,6,2,677.92,529.4,EUR
BK-020179,2024-03-12,2024-06-06,2024-06-07,15,Horizon Corp Events,9,Lyon Food Tour,Tour,Lyon,7,Isabelle Leroy,Completed,7,0,357.42,224.79,EUR
BK-020180,2024-03-27,2024-04-26,2024-04-27,4,Voyages Lumiere,19,Ski Package Alps,Tour,Chamonix,7,Isabelle Leroy,Completed,11,0,1901.01,1192.94,EUR
BK-020181,2024-03-13,2024-05-15,2024-05-18,12,Kiwi Adventures Ltd,15,Provence Lavender Tour,Tour,Provence,8,Thomas Roux,Completed,12,3,1379.44,896.94,EUR
BK-020182,2024-03-13,2024-03-19,2024-03-21,5,Gulf Luxury Travel,18,Marseille Port Tour,Tour,Marseille,1,Marie Dubois,Completed,9,2,1356.14,1060.61,EUR
BK-020183,2024-03-05,2024-05-20,2024-05-22,11,Roma Viaggi SRL,14,Versailles Day Trip,Tour,Versailles,6,Nicolas Petit,Completed,3,2,181.77,116.5,EUR
BK-020184,2024-03-20,2024-05-28,2024-05-31,17,Andalucia Sun Tours,17,Strasbourg Christmas Tour,Tour,Strasbourg,3,Sophie Laurent,Completed,10,3,1337.47,898.66,EUR
BK-020185,2024-03-12,2024-04-20,2024-04-21,6,Southern Cross Holidays,9,Lyon Food Tour,Tour,Lyon,1,Marie Dubois,Completed,7,1,430.86,312.36,EUR
BK-020186,2024-03-02,2024-04-25,2024-04-28,20,Swiss Premium Tours,20,Hotel Negresco Nice,Accommodation,Nice,8,Thomas Roux,Completed,11,3,4708.54,3209.09,EUR
BK-020187,2024-03-09,2024-03-14,2024-03-15,13,Direct Client - Walk-in,2,Airport Transfer,Transfer,Paris,8,Thomas Roux,Completed,3,0,199.9,152.97,EUR
BK-020188,2024-03-19,2024-03-24,2024-03-27,3,Pacific Coast Tours,8,Hotel Promenade Nice,Accommodation,Nice,5,Camille Moreau,Completed,4,3,1140.18,652.46,EUR
BK-020189,2024-03-19,2024-04-19,2024-05-03,1,Sakura Travel Group,8,Hotel Promenade Nice,Accommodation,Nice,2,Pierre Martin,Completed,2,14,9208.66,6908.73,EUR
BK-020190,2024-03-22,2024-03-25,2024-03-26,12,Kiwi Adventures Ltd,13,Private Car Service,Transfer,Multi-city,5,Camille Moreau,Completed,9,0,844.32,536.81,EUR
BK-020191,2024-03-12,2024-03-30,2024-04-01,5,Gulf Luxury Travel,10,Mont Blanc Excursion,Tour,Chamonix,7,Isabelle Leroy,Completed,2,2,203.08,125.73,EUR
BK-020192,2024-03-15,2024-04-17,2024-04-18,15,Horizon Corp Events,12,TGV Train Booking,Transfer,Multi-city,4,Jean-Luc Bernard,Completed,6,0,232.46,154.18,EUR
BK-020193,2024-03-18,2024-04-13,2024-04-16,3,Pacific Coast Tours,17,Strasbourg Christmas Tour,Tour,Strasbourg,4,Jean-Luc Bernard,Completed,6,3,614.19,398.83,EUR
BK-020194,2024-03-20,2024-05-15,2024-05-26,7,Beijing Star International,8,Hotel Promenade Nice,Accommodation,Nice,6,Nicolas Petit,Completed,12,11,42109.44,28815.47,EUR
BK-020195,2024-03-03,2024-05-02,2024-05-03,11,Roma Viaggi SRL,18,Marseille Port Tour,Tour,Marseille,7,Isabelle Leroy,Completed,1,1,153.88,107.72,EUR
BK-020196,2024-03-04,2024-04-29,2024-05-01,14,Direct Client - Web,5,Wine Tasting Bordeaux,Tour,Bordeaux,5,Camille Moreau,Completed,11,2,1326.37,962.84,EUR
BK-020197,2024-03-07,2024-04-27,2024-04-29,5,Gulf Luxury Travel,18,Marseille Port Tour,Tour,Marseille,7,Isabelle Leroy,Completed,9,2,1611.01,1222.96,EUR
BK-020198,2024-03-19,2024-05-17,2024-05-20,16,Mumbai Getaways Pvt,7,Nice Coastal Tour,Tour,Nice,1,Marie Dubois,Completed,2,3,343.8,189.43,EUR
BK-020199,2024-03-30,2024-06-02,2024-06-12,2,Alpine Adventures GmbH,3,Hotel Le Marais,Accommodation,Paris,6,Nicolas Petit,Completed,12,10,33615.07,25748.09,EUR
BK-020200,2024-03-07,2024-05-16,2024-05-17,4,Voyages Lumiere,15,Provence Lavender Tour,Tour,Provence,3,Sophie Laurent,Completed,2,1,332.75,249.7,EUR
BK-020201,2024-03-19,2024-03-25,2024-03-27,13,Direct Client - Walk-in,9,Lyon Food Tour,Tour,Lyon,3,Sophie Laurent,Completed,5,2,861.63,629.66,EUR
BK-020202,2024-03-06,2024-03-26,2024-03-27,4,Voyages Lumiere,2,Airport Transfer,Transfer,Paris,7,Isabelle Leroy,Completed,6,0,486.02,293.69,EUR
BK-020203,2024-03-20,2024-04-17,2024-04-18,2,Alpine Adventures GmbH,12,TGV Train Booking,Transfer,Multi-city,3,Sophie Laurent,Completed,5,0,263.17,153.39,EUR
BK-020204,2024-03-08,2024-06-03,2024-06-04,9,Maple Leaf Journeys,18,Marseille Port Tour,Tour,Marseille,1,Marie Dubois,Completed,4,0,232.19,156.41,EUR
BK-020205,2024-03-28,2024-06-13,2024-06-15,3,Pacific Coast Tours,17,Strasbourg Christmas Tour,Tour,Strasbourg,5,Camille Moreau,Completed,3,2,177.58,136.92,EUR
BK-020206,2024-03-07,2024-04-21,2024-04-22,16,Mumbai Getaways Pvt,2,Airport Transfer,Transfer,Paris,5,Camille Moreau,Completed,6,0,190.43,150.19,EUR
BK-020207,2024-03-24,2024-04-25,2024-05-04,2,Alpine Adventures GmbH,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,8,Thomas Roux,Completed,1,9,1059.5,654.2,EUR
BK-020208,2024-03-26,2024-04-21,2024-04-22,20,Swiss Premium Tours,3,Hotel Le Marais,Accommodation,Paris,1,Marie Dubois,Completed,8,1,1685.91,1209.33,EUR
BK-020209,2024-03-22,2024-05-04,2024-05-07,16,Mumbai Getaways Pvt,8,Hotel Promenade Nice,Accommodation,Nice,8,Thomas Roux,Completed,11,3,8369.75,5627.65,EUR
BK-020210,2024-03-09,2024-05-05,2024-05-06,3,Pacific Coast Tours,13,Private Car Service,Transfer,Multi-city,8,Thomas Roux,Completed,3,0,249.77,167.08,EUR
BK-020211,2024-03-11,2024-04-20,2024-04-21,10,Seoul Wanderers Co.,18,Marseille Port Tour,Tour,Marseille,8,Thomas Roux,Completed,2,0,153.92,99.65,EUR
BK-020212,2024-03-11,2024-06-07,2024-06-17,7,Beijing Star International,8,Hotel Promenade Nice,Accommodation,Nice,3,Sophie Laurent,Completed,10,10,15188.91,10110.77,EUR
BK-020213,2024-03-05,2024-03-14,2024-03-15,2,Alpine Adventures GmbH,12,TGV Train Booking,Transfer,Multi-city,2,Pierre Martin,Completed,4,0,544.66,412.65,EUR
BK-020214,2024-03-08,2024-05-20,2024-05-21,14,Direct Client - Web,2,Airport Transfer,Transfer,Paris,3,Sophie Laurent,Cancelled,8,0,833.98,613.15,EUR
BK-020215,2024-03-21,2024-05-03,2024-05-04,10,Seoul Wanderers Co.,17,Strasbourg Christmas Tour,Tour,Strasbourg,8,Thomas Roux,Completed,8,1,626.73,455.14,EUR
BK-020216,2024-03-03,2024-03-20,2024-04-03,20,Swiss Premium Tours,20,Hotel Negresco Nice,Accommodation,Nice,1,Marie Dubois,Completed,4,14,11282.82,6521.25,EUR
BK-020217,2024-03-05,2024-05-01,2024-05-02,20,Swiss Premium Tours,12,TGV Train Booking,Transfer,Multi-city,4,Jean-Luc Bernard,Completed,10,0,1136.18,727.9,EUR
BK-020218,2024-03-30,2024-04-11,2024-04-12,3,Pacific Coast Tours,10,Mont Blanc Excursion,Tour,Chamonix,2,Pierre Martin,Completed,7,1,1337.43,798.1,EUR
BK-020219,2024-03-27,2024-05-17,2024-05-18,2,Alpine Adventures GmbH,11,D-Day Normandy Tour,Tour,Normandy,1,Marie Dubois,Completed,12,0,1096.99,672.3,EUR
BK-020220,2024-03-29,2024-04-26,2024-04-27,9,Maple Leaf Journeys,13,Private Car Service,Transfer,Multi-city,5,Camille Moreau,Completed,5,0,276.16,162.96,EUR
BK-020221,2024-03-26,2024-05-19,2024-05-20,9,Maple Leaf Journeys,19,Ski Package Alps,Tour,Chamonix,3,Sophie Laurent,Completed,3,0,460.51,366.17,EUR
BK-020222,2024-03-21,2024-03-29,2024-03-30,6,Southern Cross Holidays,15,Provence Lavender Tour,Tour,Provence,8,Thomas Roux,Completed,7,1,1103.69,672.97,EUR
BK-020223,2024-03-17,2024-03-24,2024-03-27,18,Thai Smile Holidays,17,Strasbourg Christmas Tour,Tour,Strasbourg,6,Nicolas Petit,Cancelled,11,3,1345.97,759.25,EUR
BK-020224,2024-03-07,2024-05-16,2024-05-17,7,Beijing Star International,12,TGV Train Booking,Transfer,Multi-city,1,Marie Dubois,Completed,1,0,35.23,19.76,EUR
BK-020225,2024-03-14,2024-04-11,2024-04-13,17,Andalucia Sun Tours,5,Wine Tasting Bordeaux,Tour,Bordeaux,7,Isabelle Leroy,Cancelled,11,2,2129.61,1667.39,EUR
BK-020226,2024-03-10,2024-05-01,2024-05-02,18,Thai Smile Holidays,12,TGV Train Booking,Transfer,Multi-city,7,Isabelle Leroy,Completed,2,0,175.06,120.47,EUR
BK-020227,2024-03-15,2024-06-07,2024-06-08,10,Seoul Wanderers Co.,1,City Walking Tour,Tour,Paris,5,Camille Moreau,Completed,7,1,1019.61,616.92,EUR
BK-020228,2024-03-27,2024-05-15,2024-05-16,14,Direct Client - Web,12,TGV Train Booking,Transfer,Multi-city,5,Camille Moreau,Completed,2,0,140.2,103.35,EUR
BK-020229,2024-03-11,2024-03-27,2024-03-29,16,Mumbai Getaways Pvt,15,Provence Lavender Tour,Tour,Provence,4,Jean-Luc Bernard,Completed,6,2,1175.58,868.84,EUR
BK-020230,2024-03-17,2024-05-03,2024-05-06,13,Direct Client - Walk-in,4,Seine River Cruise,Tour,Paris,7,Isabelle Leroy,Cancelled,6,3,933.27,645.43,EUR
BK-020231,2024-03-14,2024-04-25,2024-04-26,2,Alpine Adventures GmbH,14,Versailles Day Trip,Tour,Versailles,4,Jean-Luc Bernard,Completed,12,0,994.07,731.62,EUR
BK-020232,2024-03-19,2024-05-09,2024-05-11,5,Gulf Luxury Travel,9,Lyon Food Tour,Tour,Lyon,2,Pierre Martin,Cancelled,1,2,134.59,80.22,EUR
BK-020233,2024-03-11,2024-03-23,2024-03-25,12,Kiwi Adventures Ltd,9,Lyon Food Tour,Tour,Lyon,8,Thomas Roux,Completed,10,2,1450.85,1102.35,EUR
BK-020234,2024-03-21,2024-04-07,2024-04-15,13,Direct Client - Walk-in,8,Hotel Promenade Nice,Accommodation,Nice,7,Isabelle Leroy,Cancelled,1,8,1229.71,763.88,EUR
BK-020235,2024-03-10,2024-04-07,2024-04-08,6,Southern Cross Holidays,2,Airport Transfer,Transfer,Paris,8,Thomas Roux,Completed,1,0,95.41,57.74,EUR
BK-020236,2024-03-06,2024-05-21,2024-05-22,4,Voyages Lumiere,18,Marseille Port Tour,Tour,Marseille,1,Marie Dubois,Completed,10,1,1668.74,1068.7,EUR
BK-020237,2024-03-10,2024-06-04,2024-06-05,6,Southern Cross Holidays,7,Nice Coastal Tour,Tour,Nice,6,Nicolas Petit,Completed,1,1,63.04,50.26,EUR
BK-020238,2024-03-30,2024-05-09,2024-05-12,5,Gulf Luxury Travel,19,Ski Package Alps,Tour,Chamonix,5,Camille Moreau,Completed,1,3,119.13,78.4,EUR
BK-020239,2024-03-19,2024-05-01,2024-05-02,18,Thai Smile Holidays,7,Nice Coastal Tour,Tour,Nice,8,Thomas Roux,Completed,9,0,1710.67,1222.8,EUR
BK-020240,2024-03-25,2024-05-28,2024-05-29,15,Horizon Corp Events,13,Private Car Service,Transfer,Multi-city,1,Marie Dubois,Completed,1,0,144.11,95.05,EUR
BK-020241,2024-03-10,2024-05-01,2024-05-04,13,Direct Client - Walk-in,14,Versailles Day Trip,Tour,Versailles,5,Camille Moreau,Completed,12,3,1611.61,1060.21,EUR
BK-020242,2024-03-01,2024-05-28,2024-05-30,7,Beijing Star International,19,Ski Package Alps,Tour,Chamonix,7,Isabelle Leroy,Completed,9,2,664.34,478.7,EUR
BK-020243,2024-03-24,2024-03-27,2024-03-29,11,Roma Viaggi SRL,17,Strasbourg Christmas Tour,Tour,Strasbourg,3,Sophie Laurent,Completed,6,2,1008.42,662.32,EUR
BK-020244,2024-03-26,2024-04-19,2024-04-20,13,Direct Client - Walk-in,13,Private Car Service,Transfer,Multi-city,3,Sophie Laurent,Completed,4,0,507.45,377.8,EUR
BK-020245,2024-03-24,2024-04-14,2024-04-18,10,Seoul Wanderers Co.,16,Hotel Vieux Lyon,Accommodation,Lyon,7,Isabelle Leroy,Completed,9,4,10850.77,7611.11,EUR
BK-020246,2024-03-31,2024-04-08,2024-04-11,6,Southern Cross Holidays,9,Lyon Food Tour,Tour,Lyon,4,Jean-Luc Bernard,Completed,11,3,1671.9,1025.42,EUR
BK-020247,2024-03-29,2024-05-24,2024-05-27,4,Voyages Lumiere,14,Versailles Day Trip,Tour,Versailles,1,Marie Dubois,Completed,6,3,390.12,307.85,EUR
BK-020248,2024-03-24,2024-05-13,2024-05-22,2,Alpine Adventures GmbH,3,Hotel Le Marais,Accommodation,Paris,7,Isabelle Leroy,Completed,9,9,15137.36,10225.87,EUR
BK-020249,2024-03-25,2024-05-31,2024-06-03,20,Swiss Premium Tours,17,Strasbourg Christmas Tour,Tour,Strasbourg,3,Sophie Laurent,Cancelled,5,3,978.9,686.23,EUR
BK-020250,2024-03-29,2024-04-01,2024-04-12,20,Swiss Premium Tours,8,Hotel Promenade Nice,Accommodation,Nice,6,Nicolas Petit,Completed,2,11,4849.64,3185.3,EUR
BK-020251,2024-03-14,2024-03-26,2024-04-06,10,Seoul Wanderers Co.,8,Hotel Promenade Nice,Accommodation,Nice,5,Camille Moreau,Completed,1,11,3404.78,2702.56,EUR
BK-020252,2024-03-21,2024-04-21,2024-04-22,18,Thai Smile Holidays,4,Seine River Cruise,Tour,Paris,1,Marie Dubois,Completed,2,1,218.51,160.67,EUR
BK-020253,2024-03-14,2024-05-28,2024-06-10,5,Gulf Luxury Travel,3,Hotel Le Marais,Accommodation,Paris,4,Jean-Luc Bernard,Completed,8,13,35432.82,24824.83,EUR
BK-020254,2024-03-21,2024-06-08,2024-06-09,3,Pacific Coast Tours,18,Marseille Port Tour,Tour,Marseille,3,Sophie Laurent,Completed,3,0,568.67,316.72,EUR
BK-020255,2024-03-04,2024-05-08,2024-05-09,6,Southern Cross Holidays,12,TGV Train Booking,Transfer,Multi-city,1,Marie Dubois,Completed,1,0,105.26,64.22,EUR
BK-020256,2024-03-05,2024-04-02,2024-04-06,8,Nordic Explorers AB,3,Hotel Le Marais,Accommodation,Paris,7,Isabelle Leroy,Completed,11,4,12547.14,7581.14,EUR
BK-020257,2024-03-25,2024-03-26,2024-03-27,3,Pacific Coast Tours,19,Ski Package Alps,Tour,Chamonix,3,Sophie Laurent,Completed,8,1,454.6,277.81,EUR
BK-020258,2024-03-30,2024-05-24,2024-05-27,2,Alpine Adventures GmbH,16,Hotel Vieux Lyon,Accommodation,Lyon,2,Pierre Martin,Cancelled,3,3,2232.49,1565.2,EUR
BK-020259,2024-03-31,2024-05-02,2024-05-05,16,Mumbai Getaways Pvt,4,Seine River Cruise,Tour,Paris,6,Nicolas Petit,Completed,7,3,1299.25,941.14,EUR
BK-020260,2024-03-23,2024-03-24,2024-03-25,15,Horizon Corp Events,4,Seine River Cruise,Tour,Paris,7,Isabelle Leroy,Completed,6,0,1058.61,816.08,EUR
BK-020261,2024-03-06,2024-04-13,2024-04-14,9,Maple Leaf Journeys,10,Mont Blanc Excursion,Tour,Chamonix,4,Jean-Luc Bernard,Completed,9,1,1678.06,1124.7,EUR
BK-020262,2024-03-03,2024-04-13,2024-04-16,10,Seoul Wanderers Co.,10,Mont Blanc Excursion,Tour,Chamonix,7,Isabelle Leroy,Completed,10,3,672.9,448.35,EUR
BK-020263,2024-03-29,2024-06-26,2024-06-29,1,Sakura Travel Group,18,Marseille Port Tour,Tour,Marseille,3,Sophie Laurent,Cancelled,8,3,568.76,450.37,EUR
BK-020264,2024-03-28,2024-04-30,2024-05-01,2,Alpine Adventures GmbH,2,Airport Transfer,Transfer,Paris,4,Jean-Luc Bernard,Completed,11,0,1638.47,1195.67,EUR
BK-020265,2024-03-28,2024-06-06,2024-06-08,19,Amazon Corp Travel,7,Nice Coastal Tour,Tour,Nice,2,Pierre Martin,Completed,3,2,526.82,311.84,EUR
BK-020266,2024-03-22,2024-03-24,2024-03-26,20,Swiss Premium Tours,1,City Walking Tour,Tour,Paris,4,Jean-Luc Bernard,Completed,3,2,269.38,153.28,EUR
BK-020267,2024-03-22,2024-05-06,2024-05-18,15,Horizon Corp Events,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,7,Isabelle Leroy,Completed,3,12,6388.39,4560.58,EUR
BK-020268,2024-03-06,2024-03-18,2024-03-20,4,Voyages Lumiere,8,Hotel Promenade Nice,Accommodation,Nice,7,Isabelle Leroy,Completed,8,2,3716.48,2718.18,EUR
BK-020269,2024-03-31,2024-04-28,2024-05-05,16,Mumbai Getaways Pvt,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,1,Marie Dubois,Completed,2,7,3952.35,2256.24,EUR
BK-020270,2024-03-04,2024-03-19,2024-03-22,18,Thai Smile Holidays,14,Versailles Day Trip,Tour,Versailles,7,Isabelle Leroy,Completed,12,3,844.26,590.52,EUR
BK-020271,2024-03-04,2024-04-16,2024-04-19,9,Maple Leaf Journeys,7,Nice Coastal Tour,Tour,Nice,3,Sophie Laurent,Completed,7,3,814.54,606.77,EUR
BK-020272,2024-03-02,2024-05-20,2024-05-22,3,Pacific Coast Tours,19,Ski Package Alps,Tour,Chamonix,8,Thomas Roux,Completed,11,2,1881.42,1478.24,EUR
BK-020273,2024-03-28,2024-03-31,2024-04-01,12,Kiwi Adventures Ltd,10,Mont Blanc Excursion,Tour,Chamonix,4,Jean-Luc Bernard,Completed,2,0,282.5,175.22,EUR
BK-020274,2024-03-22,2024-05-05,2024-05-08,11,Roma Viaggi SRL,1,City Walking Tour,Tour,Paris,6,Nicolas Petit,Completed,1,3,129.14,87.23,EUR
BK-020275,2024-03-10,2024-05-02,2024-05-10,2,Alpine Adventures GmbH,16,Hotel Vieux Lyon,Accommodation,Lyon,4,Jean-Luc Bernard,Completed,8,8,13832.71,9116.32,EUR
BK-020276,2024-04-24,2024-04-25,2024-04-26,1,Sakura Travel Group,18,Marseille Port Tour,Tour,Marseille,8,Thomas Roux,Completed,7,1,636.23,396.71,EUR
BK-020277,2024-04-30,2024-07-05,2024-07-11,11,Roma Viaggi SRL,8,Hotel Promenade Nice,Accommodation,Nice,1,Marie Dubois,Completed,2,6,2572.06,1519.71,EUR
BK-020278,2024-04-21,2024-07-07,2024-07-08,5,Gulf Luxury Travel,15,Provence Lavender Tour,Tour,Provence,3,Sophie Laurent,Completed,10,1,538.7,410.32,EUR
BK-020279,2024-04-08,2024-04-25,2024-04-27,4,Voyages Lumiere,1,City Walking Tour,Tour,Paris,2,Pierre Martin,Completed,3,2,178.44,106.76,EUR
BK-020280,2024-04-29,2024-05-25,2024-05-26,18,Thai Smile Holidays,13,Private Car Service,Transfer,Multi-city,1,Marie Dubois,Completed,2,0,272.59,190.58,EUR
BK-020281,2024-04-06,2024-05-15,2024-05-16,13,Direct Client - Walk-in,2,Airport Transfer,Transfer,Paris,6,Nicolas Petit,Completed,2,0,75.87,50.63,EUR
BK-020282,2024-04-09,2024-06-09,2024-06-21,3,Pacific Coast Tours,3,Hotel Le Marais,Accommodation,Paris,8,Thomas Roux,Completed,1,12,3125.27,1931.04,EUR
BK-020283,2024-04-26,2024-06-22,2024-06-25,17,Andalucia Sun Tours,19,Ski Package Alps,Tour,Chamonix,7,Isabelle Leroy,Cancelled,4,3,578.45,331.1,EUR
BK-020284,2024-04-26,2024-05-29,2024-05-30,15,Horizon Corp Events,2,Airport Transfer,Transfer,Paris,1,Marie Dubois,Completed,5,0,530.83,364.02,EUR
BK-020285,2024-04-08,2024-06-17,2024-06-18,19,Amazon Corp Travel,17,Strasbourg Christmas Tour,Tour,Strasbourg,1,Marie Dubois,Completed,2,0,129.94,95.93,EUR
BK-020286,2024-04-27,2024-06-09,2024-06-12,13,Direct Client - Walk-in,14,Versailles Day Trip,Tour,Versailles,8,Thomas Roux,Cancelled,8,3,899.31,510.63,EUR
BK-020287,2024-04-05,2024-05-10,2024-05-13,1,Sakura Travel Group,19,Ski Package Alps,Tour,Chamonix,2,Pierre Martin,Completed,8,3,446.81,262.87,EUR
BK-020288,2024-04-14,2024-05-24,2024-05-25,16,Mumbai Getaways Pvt,11,D-Day Normandy Tour,Tour,Normandy,8,Thomas Roux,Completed,1,0,69.34,40.78,EUR
BK-020289,2024-04-01,2024-05-04,2024-05-05,8,Nordic Explorers AB,12,TGV Train Booking,Transfer,Multi-city,5,Camille Moreau,Completed,8,0,724.61,427.91,EUR
BK-020290,2024-04-05,2024-05-17,2024-05-18,2,Alpine Adventures GmbH,7,Nice Coastal Tour,Tour,Nice,6,Nicolas Petit,Completed,11,1,1520.29,1098.3,EUR
BK-020291,2024-04-17,2024-06-29,2024-07-02,8,Nordic Explorers AB,18,Marseille Port Tour,Tour,Marseille,6,Nicolas Petit,Completed,12,3,1503.66,892.67,EUR
